group,subject,e,answer1,answer2,correct,rt_heard,rt_ans,correct_response,datetime,gender_pos,if_noize,length,list_used,live_row,practice,question,response,response_all_heard,response_time,response_time_all_heard,stimul_filler,stimuli,text,time_all_heard,time_answer,time_noize_screen_setup,time_show_question,time_stimuli_sound,type
young,4,2,Балерина,Парикмахерша,1,4895,1036,z,Mon May 27 16:17:45 2019,fem,1,4365,2,74,no,Кто выступал в Большом театре?,z,space,536,1513,s,234.wav,"Артур успокоил парикмахершу балерины, выступающей в Большом театре",575917,577934,572535,577434,572535,2
young,4,2,Ножом,Вилкой,1,4593,1052,/,Mon May 27 16:17:45 2019,Obj,1,3362,2,75,no,Чем Вася проткнул коробку?,/,space,552,2316,f,357.wav,Вася случайно проткнул ножом коробку для подарка.,581002,583822,578725,583322,578725,7
young,4,2,Археолог,Ребёнок,1,4908,1028,/,Mon May 27 16:17:45 2019,men,1,4601,2,76,no,Кто раскопал ценные артефакты?,/,space,528,254,s,278.wav,"Света улыбнулась ребёнку археолога, раскопавшего ценные артефакты",589288,590046,584634,589546,584634,2
young,4,2,Недавно,Давно,1,4382,1372,z,Mon May 27 16:17:45 2019,Time,1,4129,2,77,no,Когда дочь поступила в университет?,z,space,872,927,f,331.wav,"Мы недолюбливаем подругу дочери, недавно поступившей в университет.",594287,595718,590832,595218,590832,6
young,4,2,Сиделка,Старушка,1,4100,1948,/,Mon May 27 16:17:45 2019,fem,1,4070,2,78,no,Кто дежурит у постели весь день?,/,space,1448,534,s,205.wav,"Катя отпустила сиделку старушки, дежурящую у постели весь день",600416,601454,596850,600954,596850,1
young,4,2,Двадцать,Двенадцать,1,5099,2020,z,Mon May 27 16:17:45 2019,Num,1,5014,2,79,no,Сколько лет исполнилось подруге сестры?,z,space,1520,561,f,321.wav,"Костя подарил тюльпаны подруге сестры, отмечавшей свой двадцатый день рождения.",607677,608742,603139,608242,603139,5
young,4,2,Филологический,Исторический,1,4459,884,/,Mon May 27 16:17:45 2019,Adj,1,4041,2,80,no,На какой факультет перевелись студенты?,/,space,384,1080,f,335.wav,Пятеро студентов перевелись на филологический факультет в конце осени.,613886,615470,610507,614970,610507,7
young,4,2,Вера,Вика,1,4769,1565,/,Mon May 27 16:17:45 2019,Subj,1,4896,2,81,no,Кто думал о брате соседа?,/,space,1065,152,f,327.wav,"Вера постоянно думала о брате соседа, недавно переехавшего в их дом.",620725,621381,616108,620881,616108,6
young,4,2,Враг,Папа,1,3946,3724,/,Mon May 27 16:17:45 2019,men,1,3716,2,82,no,Кто заботился о семье ежедневно?,/,space,3224,493,s,311.wav,"Костя помнил о враге папы, заботившемся о семье ежедневно",626153,627150,622700,626650,622700,3
young,4,2,Серый,Рыжий,1,4907,1812,z,Mon May 27 16:17:45 2019,Adj,1,4424,2,83,no,Какого цвета был кот?,z,space,1311,1441,f,338.wav,Лена забрала домой бездомного серого кота и напоила его молоком.,634108,636054,630642,635553,630642,7
young,15,1,Журнал,Книгу,0,5343,1359,/,Tue May 21 17:32:29 2019,NA,2,4598,1,0,yes,Что читал преподаватель?,z,space,859,5343,NA,113.wav,"Александр поздоровался с преподавателем друга, читающим книгу по социологии",33952,39799,NA,39299,33952,NA
young,15,1,Таня,Даша,0,3420,1095,/,Tue May 21 17:32:29 2019,NA,2,3357,1,1,yes,Кто вышел на улицу?,z,space,595,3420,NA,168.wav,"В комнате было очень душно, и Даша вышла на улицу",40875,44799,NA,44299,40875,NA
young,15,1,Газеты,Письма,1,4769,1321,/,Tue May 21 17:32:29 2019,NA,2,4852,1,2,yes,Что разносила почтальонша?,/,space,821,4769,NA,124.wav,"Лена сразу узнала внучку почтальонши, разносившей газеты в почтовые ящики",45591,50864,NA,50364,45591,NA
young,15,1,Оля,Аня,1,3457,1153,z,Tue May 21 17:32:29 2019,NA,2,3216,1,3,yes,Кто хотел выйти на улицу?,z,space,653,3457,NA,167.wav,"Оля хотела выйти на улицу, но дверь была заперта",51881,55842,NA,55342,51881,NA
young,15,1,Подруга,Сестра,1,3912,1723,z,Tue May 21 17:32:29 2019,NA,2,3442,1,4,yes,Кто пригласил певицу на вечеринку?,z,space,1223,3912,NA,169.wav,Певицу пригласила на новогоднюю вечеринку её подруга,56712,61131,NA,60631,56712,NA
young,15,1,В спортзал,В бассейн,1,4530,1258,/,Tue May 21 17:32:29 2019,Loc,2,4401,1,0,no,Куда записалась племянница?,/,space,758,4530,f,144.wav,Племянница известного писателя записалась в спортзал рядом с домом,65106,70140,NA,69640,65106,3
young,15,1,Цилиндр,Квадрат,1,4911,1104,z,Tue May 21 17:32:29 2019,Obj,2,4881,1,1,no,Что начертил архитектор?,z,space,604,4911,f,152.wav,"Архитектор начертил на бумаге цилиндр, но затем достал ластик и стёр его",71155,76570,NA,76070,71155,3
young,15,1,Мама,Девочка,1,5206,1319,z,Tue May 21 17:32:29 2019,fem,2,3921,1,2,no,Кто работал в международной компании?,z,space,819,5206,s,17.wav,"Полина подождала маму девочки, работающую в международной компании",77450,83160,NA,82660,77450,1
young,15,1,Медленно,Уверенно,1,4297,1303,z,Tue May 21 17:32:29 2019,Manner,2,4147,1,3,no,Как шёл Андрей?,z,space,802,4297,f,145.wav,Андрей медленно шёл по совершенно опустевшим воскресным улицам,84263,89065,NA,88564,84263,3
young,15,1,Визажистка,Модель,1,4542,1779,/,Tue May 21 17:32:29 2019,fem,2,4627,1,4,no,Кто накрасил всех артистов к показу?,/,space,1278,4542,s,1.wav,"Марина увидела визажистку модели, накрасившую всех артистов к показу",90163,95210,NA,94709,90163,1
young,15,1,На флейте,На скрипке,1,4780,1502,z,Tue May 21 17:32:29 2019,Obj,2,4345,1,5,no,На чём играл брат гостя?,z,space,1002,4780,f,114.wav,"Графиня восхищалась братом гостя, превосходно сыгравшим на флейте",96765,102049,NA,101549,96765,1
young,15,1,Весной,Зимой,1,4110,2883,z,Tue May 21 17:32:29 2019,Time,2,3978,1,6,no,Когда уехал учитель?,z,space,2383,4110,f,132.wav,"Ребёнок поздоровался с другом учителя, уехавшего прошлой весной",103317,107931,NA,107431,103317,2
young,15,1,С соперником,С союзником,1,5021,1551,/,Tue May 21 17:32:29 2019,Obj,2,5106,1,7,no,С кем столкнулся политик?,/,space,1051,5021,f,165.wav,"На лестнице политик столкнулся со своим соперником, но успел лишь поздороваться с ним",110577,116102,NA,115602,110577,3
young,15,1,Художница,Натурщица,1,4943,1925,z,Tue May 21 17:32:29 2019,fem,2,4582,1,8,no,Кто рисовал очаровательные портреты?,z,space,1425,4943,s,30.wav,"Вася ценил натурщицу художницы, рисовавшей очаровательные портреты",117458,122905,NA,122405,117458,2
young,15,1,Охранник,Мэр,1,5011,1452,z,Tue May 21 17:32:29 2019,men,2,4175,1,9,no,Кто обезвредил опасного грабителя?,z,space,952,5011,s,81.wav,"Анна позвонила охраннику мэра, обезвредившему опасного грабителя",124608,130123,NA,129623,124608,1
young,15,1,В Турцию,В Грецию,1,4897,1117,z,Tue May 21 17:32:29 2019,Loc,2,4852,1,10,no,Куда поехали муж с женой?,z,space,617,4897,f,143.wav,На время поездки в Турцию муж с женой оставили детей со своими родителями,131351,136752,NA,136252,131351,3
young,15,1,Чашку,Кружку,1,5107,1569,z,Tue May 21 17:32:29 2019,Obj,2,5078,1,11,no,Что разбила Ирина?,z,space,1069,5107,f,161.wav,Ирина случайно разбила чашку в гостях и чувствовала себя очень неловко,137815,143426,NA,142926,137815,3
young,15,1,Директор,Водитель,1,5401,3481,/,Tue May 21 17:32:29 2019,men,2,4881,1,12,no,Кто тормозил перед красным сигналом светофора?,/,space,2981,5401,s,72.wav,"Вася поздоровался с водителем директора, тормозящего перед красным сигналом светофора",144782,150687,NA,150187,144782,4
young,15,1,Укроп,Чеснок,1,3871,1094,z,Tue May 21 17:32:29 2019,Obj,2,3809,1,13,no,Что решил посадить фермер?,z,space,594,3871,f,164.wav,"Фермер решил пораньше посадить укроп, чтобы он раньше взошёл",153947,158322,NA,157822,153947,3
young,15,1,Дизайнер,Актер,1,4907,1271,z,Tue May 21 17:32:29 2019,men,2,4147,1,14,no,Кто проектирует новые модели одежды?,z,space,770,4907,s,65.wav,"Ксюша писала о дизайнере актера, проектирующем новые модели одежды",159188,164600,NA,164099,159188,1
young,15,1,На щите,На плаще,1,3318,1367,z,Tue May 21 17:32:29 2019,Loc,2,3160,1,15,no,Где был изображён герб?,z,space,867,3318,f,142.wav,На щите у рыцаря был изображён фамильный герб,165650,169473,NA,168973,165650,3
young,15,1,С сапфиром,С топазом,1,4128,1324,z,Tue May 21 17:32:29 2019,Obj,2,3837,1,16,no,С каким камнем было кольцо?,z,space,824,4128,f,160.wav,Кольцо с сапфиром Маше подарил бывший муж перед свадьбой,170642,175275,NA,174775,170642,3
young,15,1,Женщина,Девочка,1,4266,1117,z,Tue May 21 17:32:29 2019,Subj,2,4119,1,17,no,Кто проехал свою станцию?,z,space,616,4266,f,170.wav,Женщина зачиталась увлекательной книгой и проехала свою станцию,176359,181131,NA,180630,176359,3
young,15,1,Монеты,Марки,1,4712,1053,z,Tue May 21 17:32:29 2019,Obj,2,4852,1,18,no,Что коллекционировал Сергей?,z,space,552,4712,f,159.wav,"В детстве Сергей коллекционировал монеты, но при переезде потерял свою коллекцию",182032,187249,NA,186748,182032,3
young,15,1,Спокойно,Весело,1,5222,2557,z,Tue May 21 17:32:29 2019,Manner,2,5247,1,19,no,Как говорила Женя?,z,space,2057,5222,f,123.wav,"Женя спокойно говорила с тренером спортсмена, прославившимся своим суровым нравом",188083,193811,NA,193311,188083,1
young,15,1,Настя,Таня,1,4999,1949,/,Tue May 21 17:32:29 2019,Subj,2,4391,1,20,no,Кто постучался в дверь?,/,space,1449,4999,f,172.wav,"Настя постучалась в дверь к соседке, чтобы одолжить у неё немного муки",196166,201670,NA,201170,196166,3
young,15,1,Ученик,Клиент,1,5633,1582,/,Tue May 21 17:32:29 2019,Obj,2,5360,1,21,no,Кто подарил посуду?,/,space,1082,5633,f,154.wav,"Посуда, подаренная художнику его учеником, так и стояла в углу нераспакованная",203418,209555,NA,209055,203418,3
young,15,1,Продавец,Адвокат,1,5297,2710,z,Tue May 21 17:32:29 2019,men,2,4620,1,22,no,Кто торговал клубникой на ярмарке?,z,space,2210,5297,s,110.wav,"Дима думал об адвокате продавца, торговавшего на ярмарке клубникой",217588,223394,NA,222894,217588,2
young,15,1,Малышка,Писательница,1,5020,2393,z,Tue May 21 17:32:29 2019,fem,2,4486,1,23,no,Кто опубликовал интересный роман?,z,space,1893,5020,s,43.wav,"Римма одевала малышку писательницы, опубликовавшую интересный роман",225878,231406,NA,230906,225878,3
young,15,1,Ночью,Утром,1,5136,1667,z,Tue May 21 17:32:29 2019,Time,2,4260,1,24,no,Когда жена позвонила врачу?,z,space,1167,5136,f,131.wav,"Ночью жена связалась с врачом мужа, подхватившего опасный вирус",233561,239205,NA,238705,233561,2
young,15,1,Подчиненные,Руководство,1,5040,2639,z,Tue May 21 17:32:29 2019,Subj,2,4711,1,25,no,Кто доволен заместителем начальника?,z,space,2139,5040,f,127.wav,"Все подчиненные довольны заместителем начальника, недавно занявшего этот пост",240823,246371,NA,245871,240823,2
young,15,1,Летом,Зимой,1,3679,1275,z,Tue May 21 17:32:29 2019,Time,2,3667,1,26,no,Когда Марина уехала учиться?,z,space,775,3679,f,175.wav,�­тим летом Марина уехала на год учиться в Германию,248771,252955,NA,252455,248771,3
young,15,1,Водитель,Альпинист,1,7034,1399,z,Tue May 21 17:32:29 2019,men,2,6710,1,27,no,Кто взбирался на высокие горы?,z,space,899,7034,s,91.wav,"Алиса пожаловалась на пробку водителю альпиниста, взбиравшемуся на высокие горы",254032,261574,NA,261074,254032,3
young,15,1,Принцесса,Домработница,1,4489,2132,/,Tue May 21 17:32:29 2019,fem,2,4062,1,28,no,Кто стирает грязную одежду?,/,space,1632,4489,s,8.wav,"Оля увидела домработницу принцессы, стирающей грязную одежду",262746,267743,NA,267243,262746,4
young,15,1,Няня,Повар,1,3644,1410,z,Tue May 21 17:32:29 2019,Subj,2,3414,1,29,no,Кто готовит борщ?,z,space,910,3644,f,171.wav,На обед няня обычно готовит вкусный борщ со сметаной,269651,273799,NA,273299,269651,3
young,15,1,Возбуждённо,Непрестанно,1,3864,1277,/,Tue May 21 17:32:29 2019,Manner,2,3611,1,30,no,Как докладчик размахивал руками?,/,space,777,3864,f,148.wav,Во время семинара докладчик возбуждённо размахивал руками,274982,279354,NA,278854,274982,3
young,15,1,Яхту,Мотоцикл,1,4446,1674,z,Tue May 21 17:32:29 2019,Obj,2,4288,1,31,no,Что купил советник?,z,space,1174,4446,f,125.wav,"Речь зашла о советнике министра, купившего яхту последней модели",280510,285463,NA,284963,280510,2
young,15,1,Пожарный,Хирург,1,4561,1441,/,Tue May 21 17:32:29 2019,men,2,4034,1,32,no,Кто потушил сильный пожар в доме?,/,space,940,4561,s,94.wav,"Рома написал хирургу пожарного, потушившего сильный пожар в доме",286928,291997,NA,291496,286928,2
young,15,1,Ежедневно,Еженедельно,1,4318,1809,z,Tue May 21 17:32:29 2019,Manner,2,4288,1,33,no,Как часто доктор велел принимать таблетки?,z,space,1309,4318,f,146.wav,Доктор выслушал мои жалобы и велел ежедневно принимать таблетки,293415,298238,NA,297738,293415,3
young,15,1,Медный,Золотой,1,4773,1300,z,Tue May 21 17:32:29 2019,Adj,2,4786,1,34,no,Какой кубок полировали слуги?,z,space,800,4773,f,139.wav,Королева приказала слугам отполировать медный кубок перед ближайшей трапезой,299802,305080,NA,304580,299802,3
young,15,1,Сын,Дальнобойщик,1,5128,1195,z,Tue May 21 17:32:29 2019,men,2,4232,1,35,no,Кто прогуливал утренние занятия?,z,space,695,5128,s,97.wav,"Арина улыбнулась сыну дальнобойщика, прогуливающему утренние занятия",306147,311782,NA,311282,306147,1
young,15,1,Серого,Синего,1,4154,1042,/,Tue May 21 17:32:29 2019,Adj,2,3611,1,36,no,Какого цвета была палатка?,/,space,542,4154,f,137.wav,На вершине холма путешественники увидели серую палатку,312960,317619,NA,317119,312960,3
young,15,1,Кроссовки,Ботинки,1,4495,1096,/,Tue May 21 17:32:29 2019,Obj,2,4486,1,37,no,Что купила бабушка?,/,space,596,4495,f,163.wav,"Бабушка купила внуку кроссовки на распродаже, но они оказались малы",318613,323612,NA,323112,318613,3
young,15,1,Воспитательница,Дочка,1,5714,1245,/,Tue May 21 17:32:29 2019,fem,2,4852,1,38,no,Кто обучал детей чтению и письму?,/,space,744,5714,s,33.wav,"Лариса выслушала воспитательницу дочки, обучающую детей чтению и письму",324479,330701,NA,330200,324479,1
young,15,1,С пяти,С шести,1,3864,1428,/,Tue May 21 17:32:29 2019,Num,2,3978,1,39,no,Со скольких лет Катя занимается художественной гимнастикой?,/,space,928,3864,f,150.wav,Катя серьёзно занимается художественной гимнастикой с пяти лет,331720,336088,NA,335588,331720,3
young,15,1,Сиделка,Швея,1,4273,2652,/,Tue May 21 17:32:29 2019,fem,2,4119,1,40,no,Кто скроил красивое платье?,/,space,2151,4273,s,27.wav,"Маша встретила сиделку швеи, скроившую красивое платье",337304,342082,NA,341581,337304,3
young,15,1,Лилового,Багряного,1,3903,1389,z,Tue May 21 17:32:29 2019,Adj,2,3526,1,41,no,Какого цвета был закат?,z,space,889,3903,f,140.wav,Влюблённая пара любовалась лиловым закатом в морозный вечер,344513,348921,NA,348421,344513,3
young,15,1,Вахтёршей,Уборщицей,1,4439,2393,/,Tue May 21 17:32:29 2019,Obj,2,4316,1,42,no,Кем работала мама подруги?,/,space,1893,4439,f,115.wav,"Наталья стригла маму подруги, работающую вахтёршей в общежитии",350114,355059,NA,354559,350114,1
young,15,1,Зимой,Весной,1,4380,1508,z,Tue May 21 17:32:29 2019,Time,2,3950,1,43,no,Когда дети поедут к бабушке и дедушке?,z,space,1008,4380,f,173.wav,Зимой дети обязательно поедут в гости к бабушке и дедушке,359992,364877,NA,364377,359992,3
young,15,1,Ребёнок,Следователь,0,4559,1347,z,Tue May 21 17:32:29 2019,men,2,4260,1,44,no,Кто арестовал опасного преступника?,/,space,846,4559,s,107.wav,"Вася подмигнул ребёнку следователя, арестовавшему опасного преступника",366184,371248,NA,370747,366184,3
young,15,1,В Париж,В Лондон,1,4598,1300,z,Tue May 21 17:32:29 2019,Loc,2,4429,1,45,no,Куда уехал друг?,z,space,799,4598,f,128.wav,"Алиса познакомилась с врачом друга, уехавшего в Париж на конференцию",372371,377474,NA,376973,372371,2
young,15,1,Король,Повар,1,5318,1265,/,Tue May 21 17:32:29 2019,men,2,4824,1,46,no,Кто казнил предателей безо всякой жалости?,/,space,765,5318,s,62.wav,"Аня слышала о поваре короля, казнившего предателей безо всякой жалости",378568,384393,NA,383893,378568,2
young,15,1,Яркая,Тёмная,1,4643,1153,/,Tue May 21 17:32:29 2019,Adj,2,4655,1,47,no,Какая была куртка на знакомой?,/,space,652,4642,f,133.wav,"В торговом центре сестра увидела дочку знакомой, надевшей яркую куртку",385418,390568,NA,390067,385417,2
young,15,1,Фанатка,Актриса,1,4514,1386,/,Tue May 21 17:32:29 2019,fem,2,4852,1,48,no,Кто снимался во всенародно любимой комедии?,/,space,886,4514,s,11.wav,"Алена заметила фанатку актрисы, снимавшуюся во всенародно любимой комедии",391518,396537,NA,396037,391518,3
young,15,1,Начальник,Повар,1,4521,1579,z,Tue May 21 17:32:29 2019,men,2,4316,1,49,no,Кто руководил международной компанией?,z,space,1079,4521,s,78.wav,"Таня созвонилась с поваром начальника, руководящего международной компанией",397694,402720,NA,402220,397694,2
young,15,1,На работе,На вечеринке,1,6747,1422,/,Tue May 21 17:32:29 2019,Loc,2,6998,1,50,no,Где задержалась коллега?,/,space,922,6747,f,130.wav,"Женя накормила обедом дочку коллеги, задержавшейся на работе до позднего вечера",404061,411313,NA,410813,404061,2
young,15,1,Бегонии,Фиалки,1,4237,1459,/,Tue May 21 17:32:29 2019,Obj,2,3978,1,51,no,Какие цветы выращивала Анна Петровна?,/,space,959,4237,f,166.wav,Анна Петровна выращивала на балконе бегонии в глиняных горшках,412510,417255,NA,416755,412510,3
young,15,1,Два,Три,1,4121,1103,z,Tue May 21 17:32:29 2019,Num,2,3809,1,52,no,Сколько новых учеников пришло в класс?,z,space,603,4121,f,149.wav,C первого сентября в пятый класс пришло два новых ученика,418473,423099,NA,422599,418473,3
young,15,1,На обед,На ужин,1,6292,1978,z,Tue May 21 17:32:29 2019,Loc,2,6078,1,53,no,Куда продюсер пригласил маму певицы?,z,space,1478,6292,f,129.wav,"Продюсер пригласила на деловой обед маму певицы, подающей большие надежды",423978,430775,NA,430275,423978,2
young,15,1,Стоматолог,Пожарный,1,4763,1524,z,Tue May 21 17:32:29 2019,men,2,4147,1,54,no,Кто потушил пожар на складе?,z,space,1024,4763,s,75.wav,"Миша встретился со стоматологом пожарного, потушившим пожар на складе",432549,437821,NA,437321,432549,3
young,15,1,Вчера,Сегодня,1,4114,1008,/,Tue May 21 17:32:29 2019,Time,2,3809,1,55,no,Когда Оля решала задачи?,/,space,508,4114,f,174.wav,Вчера Оля весь день решала сложные задачи по математике,439138,443760,NA,443260,439138,3
young,15,1,Огурцы,Помидоры,1,5585,1996,z,Tue May 21 17:32:29 2019,Obj,2,5529,1,56,no,Что нарезала Марина?,z,space,1496,5584,f,156.wav,Марина нарезала огурцы для салата тонкими кружочками и залила подсолнечным маслом,444755,450844,NA,450344,444754,3
young,15,1,Отвратительно,Неприятно,1,3747,1064,/,Tue May 21 17:32:29 2019,Manner,2,3160,1,57,no,Как пахло в подвале?,/,space,564,3747,f,147.wav,"В подвале, куда я спустился, отвратительно пахло",452602,456854,NA,456354,452602,3
young,15,1,Маникюрша,Певица,1,4766,1496,z,Tue May 21 17:32:29 2019,fem,2,3780,1,58,no,Кто красил ногти идально?,z,space,995,4766,s,49.wav,"Антон любил маникюршу певицы, красящую ногти идеально",457690,462965,NA,462464,457690,1
young,15,1,Витя,Петя,1,4003,1440,z,Tue May 21 17:32:29 2019,Subj,2,3611,1,59,no,Кто поздравил маму певицы?,z,space,940,4003,f,126.wav,"Витя поздравил маму певицы, приготовившей вкусный торт",464309,468817,NA,468317,464309,2
young,15,1,Проводница,Стилистка,1,4836,3931,z,Tue May 21 17:32:29 2019,fem,2,4232,1,60,no,Кто стриг горячими ножницами?,z,space,3431,4836,s,40.wav,"Арина окликнула стилистку проводницы, стригущей горячими ножницами",470050,475391,NA,474891,470050,4
young,15,1,Курения,Алкоголя,1,4603,850,z,Tue May 21 17:32:29 2019,Obj,2,4316,1,61,no,О вреде чего говорил завуч?,z,space,350,4603,f,155.wav,Школьники скептически восприняли лекцию завуча о вреде курения,479092,484200,NA,483700,479092,3
young,15,1,В школу,В кино,1,4630,1096,z,Tue May 21 17:32:29 2019,Loc,2,3921,1,62,no,Куда шла сестра подруги?,z,space,596,4630,f,119.wav,"Сегодня днём я встретил сестру подруги, идущую в школу",484806,489945,NA,489445,484806,1
young,15,1,За ремонт,За банкет,1,4634,1066,z,Tue May 21 17:32:29 2019,Obj,2,4316,1,63,no,За что пришёл счёт?,z,space,566,4634,f,162.wav,"Когда в компанию пришёл счёт за ремонт, бухгалтер уже ушёл в отпуск",491028,496169,NA,495669,491028,3
young,15,1,Два,Три,1,4852,1147,z,Tue May 21 17:32:29 2019,Num,2,4796,1,64,no,Сколько голов забил футболист?,z,space,646,4851,f,151.wav,"Футболист забил два гола в решающем матче, и его сын очень гордился им",503765,509122,NA,508621,503764,3
young,15,1,Великодушием,Трудолюбием,1,5083,988,z,Tue May 21 17:32:29 2019,Obj,2,5078,1,65,no,Чем славился руководитель театра?,z,space,488,5083,f,157.wav,"Руководитель театра славился своим великодушием, и даже конкуренты его уважали",510071,515662,NA,515162,510071,3
young,15,1,В хлопковом,В холщовом,1,4867,1940,/,Tue May 21 17:32:29 2019,Adj,2,4429,1,66,no,В каком мешке были подарки?,/,space,1440,4867,f,136.wav,Мама положила подарки в хлопковый мешок и завязала его красным бантом,516424,521799,NA,521299,516424,3
young,15,1,На канцтовары,На оргтехнику,1,6361,1390,z,Tue May 21 17:32:29 2019,Obj,2,6630,1,67,no,Какие расходы предлагалось сократить?,z,space,890,6361,f,116.wav,"Никто не поддержал заместительницу начальницы, предлагавшую сократить расходы на канцелярские принадлежности",523506,530372,NA,529872,523506,1
young,15,1,Испанский,Французский,1,4721,960,/,Tue May 21 17:32:29 2019,Adj,2,4316,1,68,no,Какой язык изучал дипломат?,/,space,460,4720,f,135.wav,Дипломат приступил к изучению испанского языка для общения с коллегами,531541,536766,NA,536266,531540,3
young,15,1,В Ярославль,В Суздаль,1,5896,1203,/,Tue May 21 17:32:29 2019,Loc,2,5783,1,69,no,Куда собирались друзья?,/,space,703,5896,f,141.wav,"На выходные друзья собирались съездить в Ярославль, но накануне у них сломалась машина",537501,543902,NA,543402,537501,3
young,15,1,Роженица,Акушерка,1,5119,1499,/,Tue May 21 17:32:29 2019,fem,2,4965,1,70,no,Кто осматривал пациенток прямо в палате?,/,space,999,5119,s,56.wav,"Полина позвала акушерку роженицы, осматривающей пациенток прямо в палате",545079,550705,NA,550205,545079,4
young,15,1,Писатель,Стилист,1,4557,1490,/,Tue May 21 17:32:29 2019,men,2,4147,1,71,no,Кто стриг известную певицу?,/,space,990,4557,s,88.wav,"Алина прочитала о стилисте писателя, стригущего известную певицу",552016,557078,NA,556578,552016,4
young,15,1,Учительница,Внучка,1,4586,1668,/,Tue May 21 17:32:29 2019,fem,2,4598,1,72,no,Кто ползал в песочнице во дворе?,/,space,1168,4586,s,24.wav,"Лера окликнула внучку учительницы, ползающей в песочнице во дворе",558340,563434,NA,562934,558340,4
young,15,1,Три года,Два года,1,6337,1765,/,Tue May 21 17:32:29 2019,Num,2,5022,1,73,no,Сколько лет фанатка преследует певицу?,/,space,1265,6337,f,121.wav,"По радио говорили о фанатке певицы, преследующей звезду на протяжении трёх лет",564877,571724,NA,571224,564877,1
young,15,1,Дима,Миша,1,5964,1130,z,Tue May 21 17:32:29 2019,Subj,2,5868,1,74,no,Кто уважал кухарку?,z,space,630,5964,f,117.wav,"Дима глубоко уважал кухарку старушки, готовившую обед из трёх блюд всего за час",573268,579737,NA,579237,573268,1
young,15,1,С доберманом,С лабрадором,1,5590,1455,z,Tue May 21 17:32:29 2019,Obj,2,5501,1,75,no,С какой собакой занимался дрессировщик?,z,space,955,5590,f,153.wav,"Дрессировщик ежедневно занимался с доберманом, на поведение которого жаловался хозяин",580654,586750,NA,586250,580654,3
young,15,1,Бежевые,Розовые,1,5903,2059,z,Tue May 21 17:32:29 2019,Adj,2,6150,1,76,no,Какого цвета были тени для глаз?,z,space,1558,5903,f,138.wav,Ангелина аккуратно накрасила глаза бежевыми тенями и нанесла бледно-розовые румяна,588017,594429,NA,593928,588017,3
young,15,1,Гример,Жонглер,1,4873,2637,/,Tue May 21 17:32:29 2019,men,2,4373,1,77,no,Кто выступает на цирковой арене?,/,space,2137,4873,s,59.wav,"Даша позвонила гримеру жонглера, выступающему на цирковой арене",596265,601644,NA,601144,596265,3
young,15,1,Кремний,Литий,1,4630,1175,z,Tue May 21 17:32:29 2019,Obj,2,3752,1,78,no,Какое вещество исследовала лаборатория?,z,space,675,4630,f,158.wav,Лаборатория занималась исследованиями химических свойств кремния,604054,609193,NA,608693,604054,3
young,15,1,Королева,Служанка,1,4154,1261,z,Tue May 21 17:32:29 2019,fem,2,4091,1,79,no,Кто господствовал в южной стране?,z,space,761,4154,s,46.wav,"София поблагодарила служанку королевы, господствующей в южной стране",610151,614814,NA,614314,610151,2
young,15,1,Доктор,Президент,1,3783,855,z,Tue May 21 17:32:29 2019,men,2,3696,1,80,no,Кто лечил маленьких детей?,z,space,355,3783,s,101.wav,"Дима работал с доктором президента, лечащим маленьких детей",616029,620317,NA,619817,616029,1
young,15,1,В аптеку,В магазин,1,3750,1039,/,Tue May 21 17:32:29 2019,Loc,2,3724,1,81,no,Куда шла дочка писательницы?,/,space,539,3750,f,120.wav,"Вера узнала дочку писательницы, направляющуюся в аптеку",620935,625193,NA,624693,620935,1
young,15,1,Малышка,Воспитательница,1,4156,1576,z,Tue May 21 17:32:29 2019,fem,2,4034,1,82,no,Кто шумит громче всех в саду?,z,space,1076,4156,s,14.wav,"Аня встретила воспитательницу малышки, шумящей громче всех в саду",626198,630859,NA,630359,626198,2
young,15,1,В школе,На работе,1,4699,1005,z,Tue May 21 17:32:29 2019,Loc,2,4260,1,83,no,Где Наташа столкнулась с отцом мальчика?,z,space,505,4698,f,118.wav,"В школе Наташа столкнулась с отцом мальчика, работающим в крупной фирме",632195,637398,NA,636898,632194,1
young,15,2,В пятницу,В субботу,1,20867,2697,/,Tue May 21 17:16:44 2019,Time,1,5339,1,0,yes,Когда день рождения у Катиной подруги?,/,space,2197,16276,t,372.wav,В эту пятницу у Катиной подруги будет день рождения.,156737,173517,152146,173017,152146,7
young,15,2,Синяя,Красная,1,6571,2197,/,Tue May 21 17:16:44 2019,Adj,1,5014,1,1,yes,Какого цвета была форма проводницы?,/,space,1697,1786,t,334.wav,"Из окна поезда нам помахала рукой сменщица проводницы, одетой в синюю форму.",180741,183031,175956,182531,175956,6
young,15,2,Позавчера,Вчера,1,6239,1873,/,Tue May 21 17:16:44 2019,Time,1,5309,1,2,yes,Когда мне сообщили новость?,/,space,1373,1554,t,373.wav,"Позавчера мне сообщили, что у моего друга родилась двойня — мальчик и девочка.",189626,191684,184941,191184,184941,7
young,15,2,В семь часов,В шесть часов,1,5586,1960,z,Tue May 21 17:16:44 2019,Time,1,4129,1,3,yes,Во сколько начинались курсы?,z,space,1460,2088,t,374.wav,Курсы повышения квалификации для бухгалтеров проходили по средам в семь часов вечера.,196771,199364,193273,198864,193273,7
